"category","object_type","display_name","script_path","model_path","source_count","historical_faction_guess","countries","source_missions"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\mil_ammoboxes_02.txt","graphics\blocks\mil_ammoboxes_02.mgm","552","terrain/static","0,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\mil_camonet.txt","graphics\blocks\mil_camonet.mgm","211","terrain/static","0,501,502,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\mil_nissenhut_02.txt","graphics\blocks\mil_nissenhut_02.mgm","15","terrain/static","0,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\mil_tent_01_05x.txt","graphics\blocks\mil_tent_01_05x.mgm","183","terrain/static","0,501,502,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\mil_tent_03.txt","graphics\blocks\mil_tent_03.mgm","174","terrain/static","0,502,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\mil_tent_02.txt","graphics\blocks\mil_tent_02.mgm","288","terrain/static","0,502,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\mil_dugout_02.txt","graphics\blocks\mil_dugout_02.mgm","110","terrain/static","0,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\Mil_shower.txt","graphics\blocks\mil_shower.mgm","94","terrain/static","0,502,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\port_yard_boxes_02.txt","graphics\blocks\port_yard_boxes_02.mgm","275","terrain/static","0,501,502,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\Arf_nissenhut_01_2x.txt","graphics\blocks\arf_nissenhut_01_2x.mgm","49","terrain/static","0,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\Mil_boxes_01.txt","graphics\blocks\mil_boxes_01.mgm","453","terrain/static","0,502,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\Mil_coil.txt","graphics\blocks\mil_coil.mgm","430","terrain/static","0,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\Mil_coils_01.txt","graphics\blocks\mil_coils_01.mgm","221","terrain/static","0,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\Mil_coils_02.txt","graphics\blocks\mil_coils_02.mgm","273","terrain/static","0,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\Mil_coils_03.txt","graphics\blocks\mil_coils_03.mgm","214","terrain/static","0,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\BlocksDetail\Arf_signstop.txt","graphics\blocksdetail\arf_signstop.mgm","8","terrain/static","0,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\port_yard_boxes_03_block_02.txt","graphics\blocks\port_yard_boxes_03_block_02.mgm","112","terrain/static","0,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\port_yard_boxes_01_block_02.txt","graphics\blocks\port_yard_boxes_01_block_02.mgm","129","terrain/static","0,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\port_yard_boxes_02_block_01.txt","graphics\blocks\port_yard_boxes_02_block_01.mgm","255","terrain/static","0,502,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\arf_nissenhut_01_10x.txt","graphics\blocks\arf_nissenhut_01_10x.mgm","59","terrain/static","0,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\arf_tower_02.txt","graphics\blocks\arf_tower_02.mgm","47","terrain/static","0,502,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\ind_warehouse_03.txt","graphics\blocks\ind_warehouse_03.mgm","77","terrain/static","0,503","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\ind_warehouse_04.txt","graphics\blocks\ind_warehouse_04.mgm","153","terrain/static","0,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\port_yard_boxes_02_block_02.txt","graphics\blocks\port_yard_boxes_02_block_02.mgm","193","terrain/static","0,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\mil_dugout_01.txt","graphics\blocks\mil_dugout_01.mgm","91","terrain/static","0,502,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\mil_fuelcisterns.txt","graphics\blocks\mil_fuelcisterns.mgm","138","terrain/static","0,502,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\port_yard_boxes_03.txt","graphics\blocks\port_yard_boxes_03.mgm","218","terrain/static","0,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\Arf_nissenhut_01.txt","graphics\blocks\arf_nissenhut_01.mgm","116","terrain/static","0,501,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\Mil_tent_04.txt","graphics\blocks\mil_tent_04.mgm","207","terrain/static","0,502,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\ind_fence_concrete200.txt","graphics\blocks\ind_fence_concrete200.mgm","291","terrain/static","0,502,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\kor_sight_seoul_station.txt","graphics\blocks\kor_sight_seoul_station.mgm","2","terrain/static","0","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\rw_passbridge.txt","graphics\blocks\rw_passbridge.mgm","4","terrain/static","0","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\Mil_barrack_03_2x.txt","graphics\blocks\mil_barrack_03_2x.mgm","55","terrain/static","0,502,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\rw_platform_01.txt","graphics\blocks\rw_platform_01.mgm","48","terrain/static","0,503","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\rw_depot.txt","graphics\blocks\rw_depot.mgm","43","terrain/static","0,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\blocksdetail\port_crane_02.txt","graphics\blocksdetail\port_crane_02.mgm","144","terrain/static","0","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\mil_barrack_04_6xb.txt","graphics\blocks\mil_barrack_04_6xb.mgm","20","terrain/static","0,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\ind_warehouse_06.txt","graphics\blocks\ind_warehouse_06.mgm","63","terrain/static","0,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\ind_warehouse_02_6x.txt","graphics\blocks\ind_warehouse_02_6x.mgm","48","terrain/static","0,503","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\port_yard_boxes_02_block_03.txt","graphics\blocks\port_yard_boxes_02_block_03.mgm","22","terrain/static","0,503","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\port_yard_boxes_02_block_04.txt","graphics\blocks\port_yard_boxes_02_block_04.mgm","41","terrain/static","0,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\mil_barrack_04_7x.txt","graphics\blocks\mil_barrack_04_7x.mgm","20","terrain/static","0,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\mil_fuelstorage_block_02.txt","graphics\blocks\mil_fuelstorage_block_02.mgm","8","terrain/static","0,501","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\mil_barrack_01_4x.txt","graphics\blocks\mil_barrack_01_4x.mgm","18","terrain/static","0,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\mil_barrack_05.txt","graphics\blocks\mil_barrack_05.mgm","20","terrain/static","0,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\mil_barrack_04_4x.txt","graphics\blocks\mil_barrack_04_4x.mgm","24","terrain/static","0,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\mil_barrack_07.txt","graphics\blocks\mil_barrack_07.mgm","28","terrain/static","0,502,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\mil_barrack_06.txt","graphics\blocks\mil_barrack_06.mgm","11","terrain/static","0,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\mil_barrack_08.txt","graphics\blocks\mil_barrack_08.mgm","19","terrain/static","0,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\mil_warehouse_01.txt","graphics\blocks\mil_warehouse_01.mgm","17","terrain/static","0,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\rw_turntable.txt","graphics\blocks\rw_turntable.mgm","3","terrain/static","0","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\mil_barrack_03_3x.txt","graphics\blocks\mil_barrack_03_3x.mgm","32","terrain/static","0,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"ground_spawn","Ground","Ground",,"graphics\tunnels\tunnel_rd_0500.mgm","41","unknown","","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"ground_spawn","Ground","Ground",,"graphics\tunnels\tunnel_rd_portal.mgm","42","unknown","","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"ground_spawn","Ground","Ground",,"graphics\tunnels\tunnel_rd_0200.mgm","9","unknown","","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"ground_spawn","Ground","Ground",,"graphics\tunnels\tunnel_rr_0200.mgm","52","unknown","","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"ground_spawn","Ground","Ground",,"graphics\tunnels\tunnel_rr_0100.mgm","154","unknown","","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"ground_spawn","Ground","Ground",,"graphics\tunnels\tunnel_rr_portal.mgm","116","unknown","","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"ground_spawn","Ground","Ground",,"graphics\tunnels\tunnel_rr_0050.mgm","23","unknown","","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"ground_spawn","Ground","Ground",,"graphics\tunnels\tunnel_rr_0020.mgm","8","unknown","","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"ground_spawn","Ground","Ground",,"graphics\tunnels\tunnel_rr_0500.mgm","32","unknown","","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"ground_spawn","Ground","Ground",,"graphics\tunnels\tunnel_rd_0050.mgm","6","unknown","","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"ground_spawn","Ground","Ground",,"graphics\tunnels\tunnel_rd_0100.mgm","10","unknown","","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"ground_spawn","Ground","Ground",,"graphics\tunnels\tunnel_rd_portal_short.mgm","8","unknown","","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"ground_spawn","Ground","Ground",,"graphics\tunnels\tunnel_rd_0020.mgm","4","unknown","","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"ground_spawn","Ground","Ground",,"graphics\tunnels\tunnel_rr_portal_short.mgm","2","unknown","","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\ind_factory_10e.txt","graphics\blocks\ind_factory_10e.mgm","15","terrain/static","0,503","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\ind_factory_09a.txt","graphics\blocks\ind_factory_09a.mgm","33","terrain/static","0,503","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\ind_factory_10a.txt","graphics\blocks\ind_factory_10a.mgm","36","terrain/static","0,503","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\ind_factory_09b.txt","graphics\blocks\ind_factory_09b.mgm","50","terrain/static","0,503","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\ind_factory_02.txt","graphics\blocks\ind_factory_02.mgm","46","terrain/static","0,503","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\ind_factory_01.txt","graphics\blocks\ind_factory_01.mgm","46","terrain/static","0,503","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\ind_factory_10b.txt","graphics\blocks\ind_factory_10b.mgm","25","terrain/static","0,503","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\ind_powerstation_01.txt","graphics\blocks\ind_powerstation_01.mgm","5","terrain/static","0,503","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\ind_factory_03.txt","graphics\blocks\ind_factory_03.mgm","23","terrain/static","0,503","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\ind_factory_10d.txt","graphics\blocks\ind_factory_10d.mgm","22","terrain/static","0,503","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\ind_warehouse_04_2x.txt","graphics\blocks\ind_warehouse_04_2x.mgm","80","terrain/static","0,503","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\ind_storagetank_03.txt","graphics\blocks\ind_storagetank_03.mgm","16","terrain/static","0,503","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\ind_storagetank_04.txt","graphics\blocks\ind_storagetank_04.mgm","18","terrain/static","0,503","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"ground_spawn","Ground","Ground",,"graphics\grounds\port_mall_500.mgm","10","unknown","","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission"
